Juhtumi nr	Toimumisaeg	Isikuid	Hukkunuid	Sõidukeid	Vigastatuid	Aadress	Tänav	Maja nr	Ristuv tänav	Tee nr	Tee km	Maakond	Omavalitsus	Asustusüksus	Asula	Liiklusõnnetuse liik	Liiklusõnnetuse liik (detailne)	Kergliikurijuhi osalusel	Jalakäija osalusel	Kaassõitja osalusel	Maastikusõiduki juhi osalusel	Eaka (65+) mootorsõidukijuhi osalusel	Bussijuhi osalusel	Veoautojuhi osalusel	Ühissõidukijuhi osalusel	Sõiduautojuhi osalusel	Mootorratturi osalusel	Mopeedijuhi osalusel	Jalgratturi osalusel	Alaealise osalusel	Esmase juhiloa omaniku osalusel	Turvavarustust mitte kasutanud isiku osalusel	Mootorsõidukijuhi osalusel	Tüüpskeemi nr	Tüüpskeem	Tee tüüp	Tee tüüp (detailne)	Tee liik	Tee element	Tee element (detailne)	Tee objekt	Kurvilisus	Tee tasasus	Tee seisund	Teekate	Teekatte seisund	Sõiduradade arv	Lubatud sõidukiirus	Ilmastik	Valgustus	Valgustus (detailne)	X koordinaat	Y koordinaat	road_width	road_width_uom	n	distance	feature_x	feature_y	nearest_x	nearest_y		
2502140007202	2014-04-05 11:25:00	1	0	0	1	Pärnu maakond VANA Pärnu linn  Vana-Sauga tn	Vana-Sauga tn	2				Pärnu maakond	Pärnu linn	Pärnu linn	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	111	Sõiduki konflikt teise sõiduki või muu takistuse varjust tuleva jalakäijaga.	KOV tee/tänav	Õuealatee	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6472227	528134										
3100170248899	2017-09-16 23:00:00	1	0	1	1	Valga maakond Otepää vald Puka alevik Valla tn	Valla tn					Valga maakond	Otepää vald	Puka alevik	JAH	Ühesõidukiõnnetus	Sõiduki ümberpaiskumine teel	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	201	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning paiskub ümber.	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on ebatasane	Püsikate	Kuiv		50	Selged olud	Pimeda aeg	Pimeda ajal valgustus põleb	6436767	631554	7	m	1	13.65016347	631554	6436767	631551.6644	6436780.449		
3110150123593	2015-07-09 18:48:00	2	0	1	1	Harju maakond Tallinn Põhja-Tallinna linnaosa Sõle tn	Sõle tn	48	Ehte tn			Harju maakond	Tallinn	Põhja-Tallinna linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	198	Muu konflikt sõiduki ja jalakäija vahel (nt. kui sõiduk sõidab jalakäijatele määratud alal).	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Jalakäijate ülekäigurada – reguleerimata	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Pilvised olud	Valge aeg	Valge aeg	6589895	539829	3	m	1	1.314518021	539829	6589895	539830.1654	6589895.608		
3130160033076	2016-05-11 22:14:00	2	0	2	1	Harju maakond Tallinn Mustamäe linnaosa Sõpruse pst	Sõpruse pst	261				Harju maakond	Tallinn	Mustamäe linnaosa	JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	598	Muu konflikt ristuvatest (külgnevatest) suundadest tulevate sõidukite vahel.	Muu tee	Muu koht	Muu tee	Muu ristumine	Muu ristumine	Rajatis puudub		Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Pilvised olud	Pimeda aeg	Pimeda ajal valgustus põleb	6584646	538470	4	m	1	1.707235203	538470	6584646	538471.6553	6584646.418		
3100180203208	2018-05-02 10:39:00	2	0	2	1	Võru maakond Võru linn  F. R. Kreutzwaldi tn	F. R. Kreutzwaldi tn	34	Vabaduse tn	67	0.213	Võru maakond	Võru linn	Võru linn	JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	501	Ristmiku peateel otse sõitva sõiduki konflikt vasakult poolt kõrvalteelt tuleva sõidukiga.	KOV tee/tänav	Tänav	Tugimaantee	Ristmik	†-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6415392.04	677857.39	10	m	1	0.2497262738	677857.39	6415392.04	677857.2271	6415391.851		
3100220372509	2022-07-01 10:20:00	1	0	1	1	Valga maakond Valga vald	PUURINA - LÜLLEMÄE - LITSMETSA			23201	0.435	Valga maakond	Valga vald	Londi küla	EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	401	Konflikt samas suunas otse sõitvate sõidukite vahel teelõigul või ristmiku peateel.	Riigitee	Kõrvalmaantee	Kõrvalmaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv	2	90	Selged olud	Valge aeg	Valge aeg	6403414.86	627315.83	9	m	1	0.1029950578	627315.83	6403414.86	627315.8847	6403414.773		
2101230133761	2023-09-27 15:03:00	1	0	2	2	Pärnu maakond Pärnu linn Pärnu linn Nikolai tn	Nikolai tn	32				Pärnu maakond	Pärnu linn	Pärnu linn	EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	501	Ristmiku peateel otse sõitva sõiduki konflikt vasakult poolt kõrvalteelt tuleva sõidukiga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	X- kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Kerge tõus	Sõidutee on korras	Püsikate	Kuiv		50	Pilvised olud	Valge aeg	Valge aeg	6471216	529326	8	m	1	12.34297577	529326	6471216	529319.4035	6471205.568		
3100230116505	2023-03-10 10:08:00	2	0	2	2	Põlva maakond Põlva vald	HIMMASTE - RASINA			18162	0.898	Põlva maakond	Põlva vald	Himmaste küla	EI	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	605	Ristmikul kõrvalteelt peateele vasakpööret sooritava sõiduki konflikt vastassuunast tuleva sõidukiga.	Riigitee	Kõrvalmaantee	Kõrvalmaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Kuiv	2	90	Selged olud	Valge aeg	Valge aeg	6443744	682459	8	m	1	0.7088586076	682459	6443744	682459.6515	6443743.721		
2302110125740	2011-06-12 17:03:00	2	0	1	1										JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	111	Sõiduki konflikt teise sõiduki või muu takistuse varjust tuleva jalakäijaga.	KOV tee/tänav	Tänav		Erielemendita teelõik	Erielemendita teelõik	Jalakäijate ülekäigurada – reguleeritud	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg												
2502110050677	2011-07-16 11:50:00	2	0	2	1										JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	501	Ristmiku peateel otse sõitva sõiduki konflikt vasakult poolt kõrvalteelt tuleva sõidukiga.	KOV tee/tänav	Tänav		Ristmik	†-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Pilvised olud	Valge aeg	Valge aeg												
2502110027569	2011-05-06 12:20:00	2	0	1	1										EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	501	Ristmiku peateel otse sõitva sõiduki konflikt vasakult poolt kõrvalteelt tuleva sõidukiga.	Riigitee	Põhimaantee		Ristmik	†-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		90	Selged olud	Valge aeg	Valge aeg												
3140160069144	2016-09-25 04:10:00	2	1	1	1	Pärnu maakond VANA Tõstamaa vald Tõstamaa alevik Varbla mnt	Varbla mnt	28		19101	38.259	Pärnu maakond	Pärnu linn	Tõstamaa alevik	JAH	Ühesõidukiõnnetus	Sõiduki teelt väljasõit	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	203	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning kaldub kavandatud kursist paremale teelt välja või vastassuuna vööndisse.	Riigitee	Kõrvalmaantee	Kõrvalmaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Pimeda aeg	Pimeda ajal valgustus ei põle	6466256.61	499271.95	8	m	1	0.1494516708	499271.95	6466256.61	499272.0102	6466256.747		
3100200458319	2020-08-09 12:53:00	0	0	2	1	Rapla maakond Rapla vald Röa küla	TALLINN - RAPLA - TÜRI	Künka		15	37.381	Rapla maakond	Rapla vald	Röa küla	EI	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga																	698	Muu konflikt vastassuundadest tulevate sõidukite vahel.	Riigitee	Tugimaantee	Tugimaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv	2	90	Selged olud	Valge aeg	Valge aeg	6549742.9	545975.37	12	m	1	0.2485500095	545975.37	6549742.9	545975.6182	6549742.886		
3100210126872	2021-03-11 12:48:00	2	0	3	1	Harju maakond Tallinn Nõmme linnaosa Silikaltsiidi tn	Silikaltsiidi tn	2				Harju maakond	Tallinn	Nõmme linnaosa	JAH	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	601	Konflikt vastassuundadest otse sõitvate sõidukite vahel teelõigul või ristmiku peateel.	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on ebatasane	Püsikate	Lumelörts, soolalumine segu		50	Pilvised olud	Valge aeg	Valge aeg	6582038	541222	9	m	1	2.726048704	541222	6582038	541219.2831	6582037.777		
2101230167541	2023-11-20 10:03:00	3	0	2	1	Tartu maakond Tartu linn Tartu linn Vaksali tn	Vaksali tn	17				Tartu maakond	Tartu linn	Tartu linn	JAH	Kokkupõrge	Sõidukite külgkokkupõrge	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	602	Teelõigul või ristmikul peateelt kõrvalteele vasakpööret sooritava sõiduki konflikt vastassuunast tuleva sõidukiga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	†-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6473437	658523										
2300200011355	2020-09-05 11:49:00	1	0	1	1	Harju maakond Tallinn Nõmme linnaosa Lemmiku tn	Lemmiku tn	35				Harju maakond	Tallinn	Nõmme linnaosa	JAH	Ühesõidukiõnnetus	Kokkupõrge teevälise takistusega	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	202	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning kaldub kavandatud kursist vasakule vastassuuna vööndisse või teelt välja.	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Pilvised olud	Valge aeg	Valge aeg	6581323	537239	5	m	1	17.19354489	537239	6581323	537223.7401	6581315.078		
3100200062499	2020-02-04 18:15:00	2	0	1	1	Harju maakond Tallinn Lasnamäe linnaosa Loitsu tn	Loitsu tn	5				Harju maakond	Tallinn	Lasnamäe linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	110	Parempööret sooritava ja ristmikult lahkuva sõiduki konflikt jalakäijaga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	Y-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		30	Selged olud	Pimeda aeg	Pimeda ajal valgustus põleb	6589744	547511	15	m	1	1.979645038	547511	6589744	547510.2348	6589745.826		
2602120111781	2012-10-10 11:57:00	2	0	0	1	Võru maakond VANA Võru linn  Jüri tn	Jüri tn	58				Võru maakond	Võru linn		JAH	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	698	Muu konflikt vastassuundadest tulevate sõidukite vahel.	KOV tee/tänav	Tänav		Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõiduteel on takistus	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6414992	678540	8	m	1	2.908456735	678540	6414992	678537.214	6414991.165		
3100200389363	2020-07-11 15:27:00	3	0	2	1	Jõgeva maakond Jõgeva vald	TARTU - JÕGEVA - ARAVETE			39	29.766	Jõgeva maakond	Jõgeva vald	Pikkjärve küla	EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	403	Teelõigul või ristmikul peateelt vasakpööret sooritava sõiduki konflikt otse sõitva või pööret sooritava sõidukiga.	Riigitee	Tugimaantee	Tugimaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Märg	2	90	Pilvised olud	Valge aeg	Valge aeg	6503531.01	647802.6	10	m	1	0.6475274746	647802.6	6503531.01	647802.9393	6503531.562		
																																																															
																																																															
